currentRank,__typename,node.episodes.episodes.total,node.episodes.episodes.__typename,node.episodes.__typename,node.id,node.titleText.text,node.titleText.__typename,node.titleType.id,node.titleType.text,node.titleType.canHaveEpisodes,node.titleType.displayableProperty.value.plainText,node.titleType.displayableProperty.value.__typename,node.titleType.displayableProperty.__typename,node.titleType.__typename,node.originalTitleText.text,node.originalTitleText.__typename,node.primaryImage.id,node.primaryImage.width,node.primaryImage.height,node.primaryImage.url,node.primaryImage.caption.plainText,node.primaryImage.caption.__typename,node.primaryImage.__typename,node.releaseYear.year,node.releaseYear.endYear,node.releaseYear.__typename,node.ratingsSummary.aggregateRating,node.ratingsSummary.voteCount,node.ratingsSummary.__typename,node.runtime.seconds,node.runtime.__typename,node.certificate.rating,node.certificate.__typename,node.canRate.isRatable,node.canRate.__typename,node.titleGenres.genres,node.titleGenres.__typename,node.canHaveEpisodes,node.plot.plotText.plainText,node.plot.plotText.__typename,node.plot.__typename,node.latestTrailer.id,node.latestTrailer.__typename,node.series,node.__typename,node.latestTrailer,node.certificate
119,ChartTitleEdge,37,EpisodeConnection,Episodes,tt2303687,Line of Duty,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Line of Duty,TitleText,rm1809285377,1058,1500,https://m.media-amazon.com/images/M/MV5BMTExZDZjNTMtNDVmNy00ZTk2LWFiMzUtZDlkZGRlOGU0ZWRmXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_.jpg,"Adrian Dunbar, Vicky McClure, and Martin Compston in Line of Duty (2012)",Markdown,Image,2012,2021.0,YearRange,8.7,69072,RatingsSummary,3600,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Mystery', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit.",Markdown,Plot,vi1353236505,Video,,Title,,
120,ChartTitleEdge,10,EpisodeConnection,Episodes,tt13991232,1883,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,1883,TitleText,rm3604932865,1058,1554,https://m.media-amazon.com/images/M/MV5BNDZkZDdkMjYtMGI3Yi00MmVkLTkzZjQtMGI0NGViNzIzNjhjXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_.jpg,1883 (2021),Markdown,Image,2021,2022.0,YearRange,8.7,112131,RatingsSummary,33720,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Western', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"The post-Civil war generation of the Dutton family travels to Texas, and joins a wagon train undertaking the arduous journey west to Oregon, before settling in Montana to establish what would eventually become the Yellowstone Ranch.",Markdown,Plot,vi1677706521,Video,,Title,,
121,ChartTitleEdge,24,EpisodeConnection,Episodes,tt0459159,The Thick of It,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Thick of It,TitleText,rm2478413569,1056,1500,https://m.media-amazon.com/images/M/MV5BZjc0ZDA5OTItYzhjNi00ZTJjLTg4OTYtZjk3NzBhODRlMTViXkEyXkFqcGdeQXVyMjc5OTMxMzQ@._V1_.jpg,Peter Capaldi in The Thick of It (2005),Markdown,Image,2005,2012.0,YearRange,8.7,25851,RatingsSummary,1740,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,The Minister for Social Affairs is continually harassed by Number 10's policy enforcer and dependent on his not-so-reliable team of civil servants.,Markdown,Plot,vi3858284057,Video,,Title,,
122,ChartTitleEdge,501,EpisodeConnection,Episodes,tt0988824,Naruto: Shippuden,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Naruto: Shippûden,TitleText,rm4272559361,1000,1426,https://m.media-amazon.com/images/M/MV5BZGFiMWFhNDAtMzUyZS00NmQ2LTljNDYtMmZjNTc5MDUxMzViXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,Naruto: Shippuden (2007),Markdown,Image,2007,2017.0,YearRange,8.7,162989,RatingsSummary,1440,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village.",Markdown,Plot,vi1921301529,Video,,Title,,
123,ChartTitleEdge,75,EpisodeConnection,Episodes,tt0434706,Monster,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Monster,TitleText,rm103671553,727,1091,https://m.media-amazon.com/images/M/MV5BM2ZkYTAwMGMtOGEwOS00MzBjLTgxOGYtZTYwY2E1ZjMyZmY4XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_.jpg,Monster (2004),Markdown,Image,2004,2005.0,YearRange,8.7,42916,RatingsSummary,1440,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Tenma, a brilliant neurosurgeon with a promising future, risks his career to save the life of a critically wounded young boy. The boy, now a charismatic young man, reappears 9 years later in the midst of a string of unusual serial murders.",Markdown,Plot,vi446891289,Video,,Title,,
124,ChartTitleEdge,73,EpisodeConnection,Episodes,tt1856010,House of Cards,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,House of Cards,TitleText,rm2415793920,2542,3543,https://m.media-amazon.com/images/M/MV5BNmM4ODU1MzItODYyYi00Y2U0LWFjZjItYTRhZWIwOGMyZTRhXkEyXkFqcGdeQXVyNjc2NTQ4Nzk@._V1_.jpg,Kevin Spacey in House of Cards (2013),Markdown,Image,2013,2018.0,YearRange,8.6,527910,RatingsSummary,228240,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A Congressman works with his equally conniving wife to exact revenge on the people who betrayed him.,Markdown,Plot,vi1076543257,Video,,Title,,
125,ChartTitleEdge,78,EpisodeConnection,Episodes,tt0268093,Ramayan,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Ramayan,TitleText,rm49814272,299,422,https://m.media-amazon.com/images/M/MV5BODFjYWEyOTktMTU3OC00YTBhLWE4ZmEtNTJiYWUzYTYwMjIzXkEyXkFqcGdeQXVyNjU1NDgwMDg@._V1_.jpg,"Deepika Chikhalia, Dara Singh Randhawa, Arvind Trivedi, Sanjay Jog, and Arun Govil in Ramayan (1987)",Markdown,Image,1987,1988.0,YearRange,9.0,23589,RatingsSummary,1800,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Family', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"An adaptation of the ancient epic in which the exiled Prince Rama and his brother Laxman set out to save Rama's wife, Sita, who has been kidnapped by the demon king of Lanka Ravana.",Markdown,Plot,,,,Title,,
126,ChartTitleEdge,18,EpisodeConnection,Episodes,tt10801534,How to with John Wilson,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,How to with John Wilson,TitleText,rm147348481,1013,1500,https://m.media-amazon.com/images/M/MV5BMDg1ZDFiNjUtYjA5OC00NmU2LTgxOTAtZmUzZDkwZGIyZGJhXkEyXkFqcGdeQXVyNjYyMjE4NDY@._V1_.jpg,John Wilson in How to with John Wilson (2020),Markdown,Image,2020,2023.0,YearRange,8.7,12859,RatingsSummary,1800,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,An anxious New Yorker attempts to give everyday advice while dealing with his own personal issues.,Markdown,Plot,vi962511897,Video,,Title,,
127,ChartTitleEdge,106,EpisodeConnection,Episodes,tt5555260,This Is Us,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,This Is Us,TitleText,rm3528846337,675,1000,https://m.media-amazon.com/images/M/MV5BNzYxYWY3YzctZjRiNS00MTViLTk5OTYtZDEyNzAwNGE5ODY0XkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_.jpg,This Is Us (2016),Markdown,Image,2016,2022.0,YearRange,8.7,157096,RatingsSummary,2700,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Romance', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A heartwarming and emotional story about a unique set of triplets, their struggles, and their wonderful parents.",Markdown,Plot,vi1054130969,Video,,Title,,
128,ChartTitleEdge,25,EpisodeConnection,Episodes,tt0111958,Father Ted,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Father Ted,TitleText,rm2970034176,680,1000,https://m.media-amazon.com/images/M/MV5BNWNmNDEwY2YtNmUzZi00YjEzLWFkZDQtZjhiN2M1YmVkYmFjXkEyXkFqcGdeQXVyNjc4NTExMTk@._V1_.jpg,Father Ted (1995),Markdown,Image,1995,1998.0,YearRange,8.7,43398,RatingsSummary,1500,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be.",Markdown,Plot,vi1099086873,Video,,Title,,
129,ChartTitleEdge,41,EpisodeConnection,Episodes,tt4288182,Atlanta,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Atlanta,TitleText,rm4170255361,1080,1350,https://m.media-amazon.com/images/M/MV5BZGU1MzRhNmMtNDExOS00NTk2LWJlYzMtMzc4YWYyN2Q3M2ZmXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,"Donald Glover, Brian Tyree Henry, LaKeith Stanfield, and Zazie Beetz in Atlanta (2016)",Markdown,Image,2016,2022.0,YearRange,8.6,86571,RatingsSummary,1800,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Music', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Earn and his cousin, Alfred, try to make their way in the world through Atlanta's rap scene. Along the way they come face-to-face with social and economic issues touching on race, relationships, poverty, status and parenthood.",Markdown,Plot,vi3457991193,Video,,Title,,
130,ChartTitleEdge,124,EpisodeConnection,Episodes,tt1266020,Parks and Recreation,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Parks and Recreation,TitleText,rm239932929,680,1000,https://m.media-amazon.com/images/M/MV5BYWNkOTg0OTMtZTcyNy00MWU1LWJhZDQtYjQzMjU1NjBhYzI2XkEyXkFqcGdeQXVyOTE4NzcwNzI@._V1_.jpg,"Adam Scott, Rashida Jones, Jim O'Heir, Nick Offerman, Amy Poehler, Chris Pratt, Retta, Aziz Ansari, and Aubrey Plaza in Parks and Recreation (2009)",Markdown,Image,2009,2015.0,YearRange,8.6,284978,RatingsSummary,1320,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,The absurd antics of an Indiana town's public officials as they pursue sundry projects to make their city a better place.,Markdown,Plot,vi1270267161,Video,,Title,,
131,ChartTitleEdge,60,EpisodeConnection,Episodes,tt4786824,The Crown,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Crown,TitleText,rm4205663745,1500,2222,https://m.media-amazon.com/images/M/MV5BODYxYjZkODQtYTMyZS00NTMwLTkzNmItZDZjZDJjMmIzMjk0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,Elizabeth Debicki in The Crown (2016),Markdown,Image,2016,2023.0,YearRange,8.6,253436,RatingsSummary,3480,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Biography', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'History', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Follows the political rivalries and romances of Queen Elizabeth II's reign and the events that shaped Britain for the second half of the 20th century.,Markdown,Plot,vi2819082009,Video,,Title,,
132,ChartTitleEdge,36,EpisodeConnection,Episodes,tt0348914,Deadwood,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Deadwood,TitleText,rm1774968065,1242,1777,https://m.media-amazon.com/images/M/MV5BMWE2MmU2MmEtNTVhMS00MTBhLWIyZjAtOGY2MGYxZGZlMDRhXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_.jpg,"Powers Boothe, Keith Carradine, Ian McShane, Timothy Olyphant, and Molly Parker in Deadwood (2004)",Markdown,Image,2004,2006.0,YearRange,8.6,116585,RatingsSummary,3300,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'History', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A show set in the late 1800s, revolving around the characters of Deadwood, South Dakota; a town of deep corruption and crime.",Markdown,Plot,vi2035268121,Video,,Title,,
133,ChartTitleEdge,217,EpisodeConnection,Episodes,tt0106179,The X-Files,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,The X Files,TitleText,rm73865472,1620,2400,https://m.media-amazon.com/images/M/MV5BZDA0MmM4YzUtMzYwZC00OGI2LWE0ODctNzNhNTkwN2FmNTVhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,Gillian Anderson and David Duchovny in The X-Files (1993),Markdown,Image,1993,2018.0,YearRange,8.6,246863,RatingsSummary,2700,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Mystery', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Two F.B.I. Agents, Fox Mulder the believer and Dana Scully the skeptic, investigate the strange and unexplained, while hidden forces work to impede their efforts.",Markdown,Plot,vi1053801753,Video,,Title,,
134,ChartTitleEdge,96,EpisodeConnection,Episodes,tt0773262,Dexter,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Dexter,TitleText,rm2891311105,2400,3263,https://m.media-amazon.com/images/M/MV5BZjkzMmU5MjMtODllZS00OTA5LTk2ZTEtNjdhYjZhMDA5ZTRhXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_.jpg,Dexter (2006),Markdown,Image,2006,2013.0,YearRange,8.7,758803,RatingsSummary,3300,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Mystery', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them.",Markdown,Plot,vi695910425,Video,,Title,,
135,ChartTitleEdge,403,EpisodeConnection,Episodes,tt4834232,Critical Role,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Critical Role,TitleText,rm699286528,928,1200,https://m.media-amazon.com/images/M/MV5BYjNjZDliYmItZDE0NC00ZGY3LTk0ZDEtZGI5MjAxZjQwMDE4XkEyXkFqcGdeQXVyMjM5NzU3OTM@._V1_.jpg,"Taliesin Jaffe, Ashley Johnson, Sam Riegel, Travis Willingham, Laura Bailey, Liam O'Brien, Matthew Mercer, and Marisha Ray in Critical Role (2015)",Markdown,Image,2015,,YearRange,9.2,12053,RatingsSummary,10800,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Fantasy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A live weekly show in which a band of professional voice actors improvise, role-play, and roll their way through an epic Dungeons and Dragons campaign.",Markdown,Plot,vi3282813721,Video,,Title,,
136,ChartTitleEdge,54,EpisodeConnection,Episodes,tt0994314,Code Geass,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Code Geass: Hangyaku no Lelouch,TitleText,rm3356955905,1000,1426,https://m.media-amazon.com/images/M/MV5BYzZjY2MzYTAtMmQxMi00MWVjLTlkZGQtYjJmNWVhODY3YjdjXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,Code Geass (2006),Markdown,Image,2006,2008.0,YearRange,8.7,78841,RatingsSummary,1440,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"After being given a mysterious power to control others, an outcast prince becomes the masked leader of the rebellion against an all-powerful empire.",Markdown,Plot,vi3205152281,Video,,Title,,
137,ChartTitleEdge,21,EpisodeConnection,Episodes,tt10332508,Primal,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Primal,TitleText,rm2330529025,730,1096,https://m.media-amazon.com/images/M/MV5BNDI3ODE5MDEtNDMzNi00YmNmLTg5YTktMjdiODI5MGM2M2NjXkEyXkFqcGdeQXVyNzE5MTcxMTI@._V1_.jpg,Aaron LaPlante in Primal (2019),Markdown,Image,2019,,YearRange,8.7,19910,RatingsSummary,1320,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A caveman and a dinosaur bond over shared tragedy and work together to survive in a perilous prehistoric world.,Markdown,Plot,vi588694041,Video,,Title,,
138,ChartTitleEdge,5,EpisodeConnection,Episodes,tt9140342,It's a Sin,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,It's a Sin,TitleText,rm4074949121,675,1000,https://m.media-amazon.com/images/M/MV5BZWIyNGI1N2YtNzRlZS00NTFjLTk5MzMtZjQ5MTUwMTljZDZkXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_.jpg,"Nathaniel Curtis, Callum Scott Howells, Olly Alexander, Omari Douglas, and Lydia West in It's a Sin (2021)",Markdown,Image,2021,2021.0,YearRange,8.7,36401,RatingsSummary,14340,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'History', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,The lives of a group of friends living in 1980s London are irreparably changed by the AIDS crisis.,Markdown,Plot,vi1296154905,Video,,Title,,
139,ChartTitleEdge,12,EpisodeConnection,Episodes,tt4299972,The Jinx: The Life and Deaths of Robert Durst,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Jinx: The Life and Deaths of Robert Durst,TitleText,rm2110651648,1382,2048,https://m.media-amazon.com/images/M/MV5BMjI0OTc3MzY5Ml5BMl5BanBnXkFtZTgwNjk3MDUyNDE@._V1_.jpg,The Jinx: The Life and Deaths of Robert Durst (2015),Markdown,Image,2015,2024.0,YearRange,8.6,50752,RatingsSummary,16740,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Biography', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Filmmaker Andrew Jarecki examines the complicated life of reclusive real estate icon Robert Durst, the key suspect in a series of unsolved crimes.",Markdown,Plot,vi2241051929,Video,,Title,,
140,ChartTitleEdge,289,EpisodeConnection,Episodes,tt1305826,Adventure Time,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Adventure Time,TitleText,rm3593672705,482,719,https://m.media-amazon.com/images/M/MV5BMGFkNGY4NGMtZjY0NC00YTI0LThiZjMtMjBmZGMzOGU3YTdmXkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_.jpg,Adventure Time (2010),Markdown,Image,2010,2018.0,YearRange,8.6,110369,RatingsSummary,660,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A 12-year-old boy and his best friend, a wise 28-year-old dog with magical powers, go on a series of surreal adventures in a remote future.",Markdown,Plot,vi2311437593,Video,,Title,,
141,ChartTitleEdge,38,EpisodeConnection,Episodes,tt1733785,The Bridge,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Bron/Broen,TitleText,rm1526325504,2362,3366,https://m.media-amazon.com/images/M/MV5BMjQ3MDAzNDU4NV5BMl5BanBnXkFtZTgwNjE2NDQ0NzE@._V1_.jpg,"Nicolas Bro, Sofia Helin, Maria Kulle, Thure Lindhardt, Reuben Sallmander, and Sonja Richter in The Bridge (2011)",Markdown,Image,2011,2018.0,YearRange,8.6,75950,RatingsSummary,3600,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Mystery', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Thriller', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find the killer.",Markdown,Plot,vi3548494361,Video,,Title,,
142,ChartTitleEdge,39,EpisodeConnection,Episodes,tt3322312,Daredevil,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Daredevil,TitleText,rm3675684096,1383,2048,https://m.media-amazon.com/images/M/MV5BODcwOTg2MDE3NF5BMl5BanBnXkFtZTgwNTUyNTY1NjM@._V1_.jpg,Charlie Cox in Daredevil (2015),Markdown,Image,2015,2018.0,YearRange,8.6,470792,RatingsSummary,3240,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil.",Markdown,Plot,vi331463961,Video,,Title,,
143,ChartTitleEdge,6,EpisodeConnection,Episodes,tt0088484,Blackadder II,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Blackadder II,TitleText,rm707208705,2000,3000,https://m.media-amazon.com/images/M/MV5BZGQ5MmQ1MzctNTA1OC00MWY1LTg5ZWMtMDc1ZjY5MDI5ZWEwXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_.jpg,"Rowan Atkinson, Tim McInnerny, and Tony Robinson in Blackadder II (1986)",Markdown,Image,1986,1986.0,YearRange,8.6,49501,RatingsSummary,10560,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"In the Tudor court of Elizabeth I, Lord Edmund Blackadder strives to win Her Majesty's favour while attempting to avoid a grisly fate should he offend her.",Markdown,Plot,,,,Title,,
144,ChartTitleEdge,4,EpisodeConnection,Episodes,tt0096639,Lonesome Dove,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,Lonesome Dove,TitleText,rm3972594689,1697,2512,https://m.media-amazon.com/images/M/MV5BMmJmYTg0MDEtN2VjMC00YmUxLWFhNmMtZTBiYjQ2ZGQ5ZWMyXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_.jpg,Lonesome Dove (1989),Markdown,Image,1989,1989.0,YearRange,8.7,25550,RatingsSummary,23040,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Western', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Two former Texas Rangers renew their spirit of adventure as they and several other residents of a small Texas town join a cattle drive to the Montana Territory.,Markdown,Plot,vi908180761,Video,,Title,,
